"customerkey","geographykey","customername","englisheducation","commutedistance"
24817,66,"Victoria Richardson","Graduate Degree","2-5 Miles"
24818,612,"Diane Rubio","Graduate Degree","2-5 Miles"
24819,618,"Jack Shan","Graduate Degree","2-5 Miles"
24820,627,"David Clark","Graduate Degree","2-5 Miles"
24821,648,"Melissa Alexander","Graduate Degree","0-1 Miles"
24822,310,"Paige Cook","Graduate Degree","10+ Miles"
24823,310,"Vincent Zhao","Graduate Degree","10+ Miles"
24824,59,"Alexandria Wood","Bachelors","2-5 Miles"
24825,68,"Zoe Sanders","Bachelors","2-5 Miles"
24826,611,"Richard Powell","Bachelors","0-1 Miles"
24827,331,"Alexander Martinez","Bachelors","10+ Miles"
24828,299,"Brooke Reed","Graduate Degree","2-5 Miles"
24829,325,"Ethan Patterson","Graduate Degree","0-1 Miles"
24830,612,"Alexandra Cox","Graduate Degree","2-5 Miles"
24831,383,"Jackson Diaz","Graduate Degree","2-5 Miles"
24832,55,"Morgan Martin","Graduate Degree","0-1 Miles"
24833,199,"Deanna Ruiz","Graduate Degree","0-1 Miles"
24834,129,"Bethany Jai","Graduate Degree","0-1 Miles"
24835,243,"Angel Morgan","Graduate Degree","0-1 Miles"
24836,208,"Taylor Robinson","Partial College","0-1 Miles"
24837,147,"Wyatt Lewis","Partial College","0-1 Miles"
24838,162,"Elijah Young","Partial College","5-10 Miles"
24839,123,"Tamara Goldberg","High School","5-10 Miles"
24840,236,"Marco Sai","Partial High School","5-10 Miles"
24841,215,"Andres Jai","High School","2-5 Miles"
24842,225,"Monique Alonso","High School","2-5 Miles"
24843,175,"Bryant Subram","Partial College","5-10 Miles"
24844,186,"Maria Ward","High School","10+ Miles"
24845,184,"Tyrone Jimenez","High School","2-5 Miles"
24846,142,"Naomi Navarro","Bachelors","2-5 Miles"
24847,241,"Tonya Nath","Bachelors","0-1 Miles"
24848,163,"Jeffery Zhou","High School","10+ Miles"
24849,224,"Brianna Ward","Bachelors","2-5 Miles"
24850,177,"Emmanuel Perez","Bachelors","10+ Miles"
24851,229,"Leslie Ortega","Partial College","0-1 Miles"
24852,273,"Carla Martinez","Bachelors","0-1 Miles"
24853,279,"Miguel Long","Partial College","10+ Miles"
24854,120,"Emma Jenkins","Partial College","10+ Miles"
24855,133,"Kaylee Wright","Partial College","0-1 Miles"
24856,176,"Candice Huang","Partial College","5-10 Miles"
24857,236,"Anna Henderson","High School","0-1 Miles"
24858,243,"Calvin Xie","High School","0-1 Miles"
24859,245,"Cesar Arun","High School","5-10 Miles"
24860,278,"Douglas Garcia","Partial High School","0-1 Miles"
24861,220,"Evelyn Vance","Partial College","2-5 Miles"
24862,205,"Tamara Zhou","Bachelors","2-5 Miles"
24863,179,"Wesley Sun","Bachelors","2-5 Miles"
24864,163,"Jeffery Sun","Partial College","10+ Miles"
24865,261,"Ashley Griffin","Bachelors","10+ Miles"
24866,193,"Alejandro Nath","High School","10+ Miles"
24867,134,"Beth Suarez","High School","10+ Miles"
24868,244,"Darryl Hu","High School","0-1 Miles"
24869,257,"Misty Shock","High School","10+ Miles"
24870,262,"Taylor Morgan","Bachelors","0-1 Miles"
24871,226,"Kelsey Luo","High School","5-10 Miles"
24872,204,"Alisha Raje","High School","10+ Miles"
24873,173,"Alisha Li","Partial College","10+ Miles"
24874,219,"Wendy Moreno","High School","5-10 Miles"
24875,141,"Darryl Zhang","High School","10+ Miles"
24876,178,"Jarrod Subram","High School","10+ Miles"
24877,222,"Mandy Zhao","High School","10+ Miles"
24878,210,"Sandra Wang","High School","10+ Miles"
24879,170,"Desiree Munoz","Partial High School","10+ Miles"
24880,233,"Summer Chandra","High School","10+ Miles"
24881,268,"Tasha Ashe","High School","0-1 Miles"
24882,189,"Meredith Srini","Partial High School","5-10 Miles"
24883,166,"Stacey Lin","Partial High School","5-10 Miles"
24884,12,"Michele Fernandez","Bachelors","10+ Miles"
24885,36,"Corey Xie","Bachelors","10+ Miles"
24886,19,"Joy Romero","Bachelors","10+ Miles"
24887,30,"Micah Sun","Bachelors","5-10 Miles"
24888,35,"Roy Srini","Bachelors","5-10 Miles"
24889,4,"Kelli She","Bachelors","10+ Miles"
24890,36,"Brenda Van","Bachelors","10+ Miles"
24891,20,"Bianca Chen","Bachelors","10+ Miles"
24892,20,"Arthur Alvarez","Bachelors","10+ Miles"
24893,36,"Alvin Chande","Bachelors","2-5 Miles"
24894,18,"Jaime Jai","Bachelors","10+ Miles"
24895,2,"Dalton Henderson","Bachelors","10+ Miles"
24896,27,"Kendra Ramos","Bachelors","10+ Miles"
24897,17,"Glenn Hu","Bachelors","10+ Miles"
24898,29,"Mallory Gomez","Bachelors","10+ Miles"
24899,11,"Vincent Zhu","Bachelors","10+ Miles"
24900,11,"Ebony Perez","Bachelors","10+ Miles"
24901,10,"Clarence She","Partial College","10+ Miles"
24902,40,"Jill Murphy","Bachelors","10+ Miles"
24903,24,"Tracy Black","Bachelors","10+ Miles"
24904,31,"Jaclyn Yuan","Bachelors","10+ Miles"
24905,10,"Kelsey Nara","Bachelors","10+ Miles"
24906,15,"Donna Raji","Bachelors","10+ Miles"
24907,31,"Megan Price","High School","10+ Miles"
24908,21,"Marc Blanco","Bachelors","10+ Miles"
24909,16,"Grant Yuan","High School","10+ Miles"
24910,15,"Terrance Madan","High School","10+ Miles"
24911,21,"Martin Madan","Bachelors","10+ Miles"
24912,34,"Krystal Li","High School","10+ Miles"
24913,17,"Kelsey Lal","Bachelors","10+ Miles"
24914,37,"Heather Zhou","Bachelors","10+ Miles"
24915,25,"Stanley Patel","High School","10+ Miles"
24916,24,"Kara Pal","Bachelors","10+ Miles"
24917,28,"Arthur Gomez","Bachelors","10+ Miles"
24918,38,"Warren Cai","Bachelors","10+ Miles"
24919,23,"Carl Shan","Partial High School","10+ Miles"
24920,35,"Amy Cai","High School","10+ Miles"
24921,11,"Curtis He","Partial High School","10+ Miles"
24922,31,"Naomi Jimenez","Partial High School","10+ Miles"
24923,12,"Ebony Sara","Partial High School","10+ Miles"
24924,31,"Richard Anderson","High School","10+ Miles"
24925,307,"Erick Perez","High School","1-2 Miles"
24926,315,"Eric Roberts","High School","1-2 Miles"
24927,626,"Kaitlyn Harris","High School","1-2 Miles"
24928,339,"Timothy Wright","High School","1-2 Miles"
24929,633,"Lucas Bailey","High School","5-10 Miles"
24930,338,"Abigail Lewis","High School","5-10 Miles"
24931,642,"Brianna Miller","High School","5-10 Miles"
24932,348,"Richard Jones","High School","5-10 Miles"
24933,301,"Regina Sanchez","Graduate Degree","1-2 Miles"
24934,312,"Lindsay Tang","Graduate Degree","1-2 Miles"
24935,311,"James Hayes","Graduate Degree","10+ Miles"
24936,546,"Caleb Scott","Graduate Degree","10+ Miles"
24937,612,"Jordan Evans","Graduate Degree","10+ Miles"
24938,638,"Julia Martinez","Graduate Degree","10+ Miles"
24939,62,"Elizabeth Barnes","Graduate Degree","10+ Miles"
24940,311,"Fernando Martin","Bachelors","10+ Miles"
24941,547,"Wyatt Garcia","Bachelors","10+ Miles"
24942,299,"Steven James","Bachelors","1-2 Miles"
24943,612,"Darrell Chander","Bachelors","10+ Miles"
24944,299,"Whitney Garcia","Bachelors","10+ Miles"
24945,634,"Logan Harris","Bachelors","10+ Miles"
24946,311,"Sarah Hughes","Graduate Degree","10+ Miles"
24947,53,"Aaron Phillips","High School","1-2 Miles"
24948,315,"Nathan Carter","Bachelors","10+ Miles"
24949,623,"Devin Howard","Bachelors","10+ Miles"
24950,374,"Stephanie Alexander","Bachelors","10+ Miles"
24951,359,"Jeremy Ward","Bachelors","10+ Miles"
24952,543,"Amanda Long","Bachelors","1-2 Miles"
24953,637,"Aaron Green","Partial High School","1-2 Miles"
24954,343,"Jonathan Long","High School","10+ Miles"
24955,307,"Donald Perez","Partial High School","10+ Miles"
24956,298,"Ariana Ward","Partial High School","10+ Miles"
24957,334,"Anna Howard","Partial High School","10+ Miles"
24958,310,"Tamara Xu","High School","2-5 Miles"
24959,299,"Kristy Blanco","Bachelors","10+ Miles"
24960,49,"Brianna Gray","Bachelors","2-5 Miles"
24961,644,"Alexandra Bennett","High School","2-5 Miles"
24962,626,"Jonathan Jai","High School","2-5 Miles"
24963,300,"Erica Zhao","High School","10+ Miles"
24964,614,"Samantha Anderson","High School","2-5 Miles"
24965,641,"Justin Hayes","High School","2-5 Miles"
24966,631,"Jade Cooper","Bachelors","2-5 Miles"
24967,51,"Jasmine Reed","High School","10+ Miles"
24968,547,"Dalton Moore","Partial College","10+ Miles"
24969,633,"Vanessa Gonzales","Partial College","10+ Miles"
24970,548,"Blake Wright","Partial College","10+ Miles"
24971,302,"Brittney Lin","Partial College","10+ Miles"
24972,322,"Edward Garcia","Bachelors","2-5 Miles"
24973,337,"Arianna Rivera","Bachelors","10+ Miles"
24974,337,"Eduardo Carter","Bachelors","10+ Miles"
24975,65,"Julia James","Partial College","10+ Miles"
24976,64,"Stephanie Cooper","Partial College","2-5 Miles"
24977,69,"Sophia Green","Partial College","2-5 Miles"
24978,611,"Kaylee Stewart","Partial College","10+ Miles"
24979,614,"Jada Adams","Partial College","2-5 Miles"
24980,336,"Savannah Phillips","Partial College","10+ Miles"
24981,633,"Jose Davis","Partial College","10+ Miles"
24982,301,"Devin King","Partial College","10+ Miles"
24983,343,"Morgan Griffin","Partial College","10+ Miles"
24984,347,"William Moore","Partial College","1-2 Miles"
24985,374,"Jenna Phillips","Bachelors","5-10 Miles"
24986,59,"Isabelle Griffin","High School","10+ Miles"
24987,301,"Kristopher Chandra","Partial College","2-5 Miles"
24988,368,"Kayla Diaz","Partial College","10+ Miles"
24989,546,"Arianna Peterson","High School","10+ Miles"
24990,368,"Timothy Collins","High School","2-5 Miles"
24991,618,"Luke Bryant","Partial High School","10+ Miles"
24992,307,"Faith Bryant","Partial High School","10+ Miles"
24993,310,"Marvin Ortega","Partial High School","10+ Miles"
24994,358,"Lauren Sanders","High School","10+ Miles"
24995,69,"Melissa Peterson","High School","10+ Miles"
24996,300,"Dylan Miller","Partial High School","10+ Miles"
24997,302,"Melvin Kumar","Partial High School","10+ Miles"
24998,302,"Olivia Martinez","Graduate Degree","0-1 Miles"
24999,307,"Shaun Jai","Graduate Degree","0-1 Miles"
25000,637,"Allison Turner","High School","1-2 Miles"
25001,18,"Clayton Xu","High School","5-10 Miles"
25002,50,"Logan Edwards","High School","5-10 Miles"
25003,609,"Tristan Russell","Partial College","1-2 Miles"
25004,611,"Samuel Thomas","Partial College","1-2 Miles"
25005,543,"Brianna Williams","Partial College","1-2 Miles"
25006,648,"Bailey Murphy","Partial College","5-10 Miles"
25007,299,"Alyssa Sanders","Partial College","1-2 Miles"
25008,314,"Haley Perry","Partial College","1-2 Miles"
25009,21,"Natasha Alonso","Partial High School","1-2 Miles"
25010,23,"Misty Kumar","Partial College","1-2 Miles"
25011,13,"Taylor White","Partial College","1-2 Miles"
25012,2,"Craig Martin","Partial High School","5-10 Miles"
25013,25,"Mitchell Stone","Partial High School","5-10 Miles"
25014,336,"Juan Reed","Partial College","1-2 Miles"
25015,352,"Jacqueline Rogers","Partial College","0-1 Miles"
25016,59,"Elijah Washington","Bachelors","5-10 Miles"
25017,6,"Cristina Xu","Partial High School","1-2 Miles"
25018,352,"Lucas Robinson","Partial College","5-10 Miles"
25019,24,"Misty Shen","Partial High School","5-10 Miles"
25020,17,"Walter Romero","Partial High School","5-10 Miles"
25021,2,"Edwin Sharma","Partial High School","5-10 Miles"
25022,18,"Patricia Perez","Partial High School","1-2 Miles"
25023,301,"Carolyn Sanz","Bachelors","5-10 Miles"
25024,307,"Brad Pritchett","Bachelors","5-10 Miles"
25025,372,"Spencer Bryant","Partial College","0-1 Miles"
25026,24,"Mitchell Andersen","Partial High School","5-10 Miles"
25027,9,"Meredith Mehta","Partial College","1-2 Miles"
25028,10,"Brenda Gonzalez","Partial College","5-10 Miles"
25029,13,"Alberto Hernandez","Partial College","5-10 Miles"
25030,28,"Jessie Romero","Partial College","5-10 Miles"
25031,16,"Kristina Malhotra","Partial High School","1-2 Miles"
25032,18,"Meredith Rana","Partial High School","5-10 Miles"
25033,7,"Omar Zhu","Partial High School","5-10 Miles"
25034,28,"Anne Martin","Partial College","5-10 Miles"
25035,10,"Mandy Lin","Partial College","1-2 Miles"
25036,4,"Jenny Ye","Partial College","1-2 Miles"
25037,30,"Terrence Rai","Partial College","1-2 Miles"
25038,612,"Isabella Hall","Partial College","1-2 Miles"
25039,542,"Alexis Clark","High School","5-10 Miles"
25040,548,"Julian Perry","High School","1-2 Miles"
25041,648,"Hunter Phillips","High School","5-10 Miles"
25042,298,"Arif Rizaldy","High School","1-2 Miles"
25043,302,"Damien Rai","High School","5-10 Miles"
25044,385,"Emma Bailey","Partial College","5-10 Miles"
25045,609,"Paige Russell","High School","5-10 Miles"
25046,57,"Caleb Long","Partial College","5-10 Miles"
25047,352,"Trevor Long","Partial College","5-10 Miles"
25048,49,"Yolanda Sharma","Partial College","0-1 Miles"
25049,312,"Candice Ye","Partial College","5-10 Miles"
25050,312,"Darryl Chen","Partial College","5-10 Miles"
25051,19,"Suzanne Cai","High School","5-10 Miles"
25052,18,"Sandra Lin","High School","1-2 Miles"
25053,17,"Colin Andersen","High School","5-10 Miles"
25054,24,"Sheila Alonso","Bachelors","0-1 Miles"
25055,33,"Erik Navarro","Bachelors","10+ Miles"
25056,31,"Wayne Black","Bachelors","10+ Miles"
25057,27,"Jerome Gomez","Bachelors","0-1 Miles"
25058,22,"Corey Raji","Bachelors","2-5 Miles"
25059,546,"Sean Ward","Partial College","5-10 Miles"
25060,312,"Noah Martinez","Bachelors","0-1 Miles"
25061,68,"Julia Hughes","High School","1-2 Miles"
25062,71,"Kaitlyn Young","High School","5-10 Miles"
25063,609,"Dylan Williams","Partial High School","1-2 Miles"
25064,374,"James Harris","Bachelors","0-1 Miles"
25065,637,"Thomas Henderson","Partial High School","5-10 Miles"
25066,62,"Charles Robinson","Partial High School","1-2 Miles"
25067,618,"Melanie Butler","Bachelors","2-5 Miles"
25068,307,"Robert Shan","Bachelors","0-1 Miles"
25069,612,"Lori Ortega","Bachelors","10+ Miles"
25070,49,"Melody Alvarez","Bachelors","10+ Miles"
25071,339,"Natalie Brooks","Bachelors","2-5 Miles"
25072,548,"Alyssa Murphy","Bachelors","0-1 Miles"
25073,539,"Shelby Stewart","Bachelors","2-5 Miles"
25074,543,"Samantha Jackson","Bachelors","2-5 Miles"
25075,358,"Samantha Thompson","Bachelors","2-5 Miles"
25076,336,"Nicole Jenkins","Graduate Degree","0-1 Miles"
25077,642,"Wyatt Clark","Graduate Degree","0-1 Miles"
25078,338,"James Jenkins","High School","2-5 Miles"
25079,632,"Riley Perry","Bachelors","2-5 Miles"
25080,302,"Marissa Long","Bachelors","2-5 Miles"
25081,322,"Melanie Morris","Bachelors","0-1 Miles"
25082,299,"William Martinez","High School","0-1 Miles"
25083,299,"Omar Gao","High School","10+ Miles"
25084,553,"Dalton James","Partial College","0-1 Miles"
25085,331,"Lucas Rogers","Partial College","2-5 Miles"
25086,299,"Jasmine Cox","Partial College","2-5 Miles"
25087,612,"Wyatt Young","Partial College","0-1 Miles"
25088,337,"Victoria Reed","Partial College","2-5 Miles"
25089,612,"Christy Xie","Bachelors","2-5 Miles"
25090,49,"Ivan Sara","Bachelors","0-1 Miles"
25091,311,"Jessie Zeng","Bachelors","0-1 Miles"
25092,337,"Emily Jackson","Partial College","2-5 Miles"
25093,55,"Madison Griffin","Partial College","0-1 Miles"
25094,68,"Charles Thomas","Partial College","0-1 Miles"
25095,69,"Adam Jai","Partial College","0-1 Miles"
25096,609,"Victoria Bennett","Partial College","2-5 Miles"
25097,545,"Fernando Gonzales","Partial College","2-5 Miles"
25098,539,"Logan Long","Partial College","0-1 Miles"
25099,368,"Melanie Hayes","Partial College","0-1 Miles"
25100,49,"Kristen Huang","Partial College","2-5 Miles"
25101,57,"Wyatt Baker","Bachelors","2-5 Miles"
25102,299,"Stephanie Kelly","Bachelors","2-5 Miles"
25103,311,"Shelby Brooks","Bachelors","0-1 Miles"
25104,71,"Natalie Parker","Graduate Degree","0-1 Miles"
25105,311,"Warren Nara","Graduate Degree","0-1 Miles"
25106,22,"Micah Gao","Graduate Degree","0-1 Miles"
25107,36,"Mason Ramirez","Bachelors","0-1 Miles"
25108,19,"Gary Gill","Bachelors","0-1 Miles"
25109,26,"Devin Rivera","Graduate Degree","0-1 Miles"
25110,21,"Tabitha Suarez","Graduate Degree","0-1 Miles"
25111,30,"Drew Chander","Bachelors","2-5 Miles"
25112,4,"Suzanne Zhu","Bachelors","0-1 Miles"
25113,12,"Randy Gao","Bachelors","2-5 Miles"
25114,13,"Donald Sara","Bachelors","0-1 Miles"
25115,19,"Raymond Rana","Bachelors","10+ Miles"
25116,8,"Phillip Sara","Bachelors","10+ Miles"
25117,7,"Mindy Shan","Bachelors","10+ Miles"
25118,5,"Gerald Diaz","Bachelors","10+ Miles"
25119,4,"Deanna Lopez","Graduate Degree","1-2 Miles"
25120,4,"Heidi Rodriguez","Graduate Degree","2-5 Miles"
25121,25,"Clarence Yang","Graduate Degree","2-5 Miles"
25122,32,"Susan Zhao","Graduate Degree","0-1 Miles"
25123,2,"Sharon Simpson","Graduate Degree","0-1 Miles"
25124,6,"Keith Xu","Graduate Degree","0-1 Miles"
25125,36,"Randy Wang","Bachelors","0-1 Miles"
25126,7,"Shane Suri","Bachelors","2-5 Miles"
25127,15,"Priscilla Deng","Bachelors","1-2 Miles"
25128,22,"Clifford Sai","Bachelors","2-5 Miles"
25129,17,"Allen Raman","Bachelors","0-1 Miles"
25130,11,"Micah Huang","Bachelors","10+ Miles"
25131,36,"Gerald Chandra","Bachelors","10+ Miles"
25132,33,"Lindsey Xie","Bachelors","10+ Miles"
25133,11,"Kristine Gutierrez","Bachelors","5-10 Miles"
25134,17,"Brett Rodriguez","Bachelors","1-2 Miles"
25135,39,"Kelvin Zhao","Bachelors","1-2 Miles"
25136,39,"Ruben Diaz","Bachelors","1-2 Miles"
25137,27,"Nina Raje","Bachelors","0-1 Miles"
25138,19,"Seth Russell","Bachelors","1-2 Miles"
25139,20,"Carlos Short","Bachelors","0-1 Miles"
25140,26,"Toni Lopez","Bachelors","5-10 Miles"
25141,251,"Walter Gutierrez","Partial High School","1-2 Miles"
25142,197,"Regina Ray","Partial College","2-5 Miles"
25143,190,"Destiny Henderson","Partial College","0-1 Miles"
25144,144,"Johnathan Fernandez","Partial College","2-5 Miles"
25145,171,"Clayton Yang","Partial College","2-5 Miles"
25146,552,"Carson Gonzales","Partial High School","10+ Miles"
25147,68,"Samantha Brown","High School","5-10 Miles"
25148,307,"Ryan Simmons","High School","1-2 Miles"
25149,632,"Samantha Griffin","High School","5-10 Miles"
25150,337,"Xavier Jones","Bachelors","2-5 Miles"
25151,329,"Jasmine Washington","Partial High School","1-2 Miles"
25152,331,"Maria Sanders","High School","5-10 Miles"
25153,632,"Ryan Coleman","Bachelors","0-1 Miles"
25154,301,"Clinton Serrano","Bachelors","2-5 Miles"
25155,311,"Theresa Alonso","Bachelors","2-5 Miles"
25156,336,"Catherine Peterson","Graduate Degree","0-1 Miles"
25157,66,"Destiny Miller","Bachelors","2-5 Miles"
25158,611,"Stephanie Long","Partial College","0-1 Miles"
25159,637,"Katelyn Cooper","Partial College","2-5 Miles"
25160,642,"Mackenzie Stewart","Partial College","2-5 Miles"
25161,343,"Isabella Flores","Bachelors","0-1 Miles"
25162,374,"Bryan Morris","Bachelors","0-1 Miles"
25163,334,"Natalie Griffin","Partial College","5-10 Miles"
25164,301,"Isaac Parker","Partial College","0-1 Miles"
25165,298,"Ashley Brown","Partial College","0-1 Miles"
25166,345,"Miguel Jenkins","Partial College","5-10 Miles"
25167,358,"Elijah Hughes","Partial College","0-1 Miles"
25168,299,"Micheal Hernandez","Partial High School","5-10 Miles"
25169,352,"Angel Peterson","Graduate Degree","0-1 Miles"
25228,12,"Brad Ashe","Bachelors","5-10 Miles"
25170,618,"Logan Walker","Partial College","10+ Miles"
25171,543,"Christopher Rodriguez","Partial College","10+ Miles"
25172,348,"Evan Gray","Bachelors","0-1 Miles"
25173,54,"Melissa Stewart","Partial College","5-10 Miles"
25174,491,"Monica Smith","Partial College","5-10 Miles"
25175,618,"Nathan Chen","Partial College","5-10 Miles"
25176,347,"Edward Flores","Bachelors","0-1 Miles"
25177,49,"Alberto Gomez","Partial College","5-10 Miles"
25178,614,"Jasmine Kelly","Partial College","1-2 Miles"
25179,614,"Miguel Thompson","Partial College","5-10 Miles"
25180,626,"Ana Simmons","High School","5-10 Miles"
25181,547,"Jesse Torres","High School","5-10 Miles"
25182,548,"Natalie Simmons","High School","1-2 Miles"
25183,637,"Michael Thomas","High School","1-2 Miles"
25184,310,"Peter Tang","Partial College","5-10 Miles"
25185,355,"Jade Reed","Bachelors","2-5 Miles"
25186,369,"Angelica Coleman","Partial College","5-10 Miles"
25187,546,"Sydney Scott","Graduate Degree","5-10 Miles"
25188,66,"Kevin Li","Partial College","5-10 Miles"
25189,611,"Aidan Hayes","Graduate Degree","5-10 Miles"
25190,553,"Allison Morris","Graduate Degree","5-10 Miles"
25191,339,"Austin Gonzales","Graduate Degree","2-5 Miles"
25192,612,"Janet Gill","High School","5-10 Miles"
25193,626,"Stephanie Howard","High School","5-10 Miles"
25194,548,"Jada Bell","Partial High School","5-10 Miles"
25195,311,"Alexandra Wilson","Partial High School","1-2 Miles"
25196,52,"Aaron Yang","High School","5-10 Miles"
25197,385,"Kyle Perry","High School","5-10 Miles"
25198,347,"Michelle Ramirez","Partial High School","5-10 Miles"
25199,316,"Kyle Griffin","Graduate Degree","5-10 Miles"
25200,641,"Nathan Williams","Partial College","5-10 Miles"
25201,314,"Hunter Gonzalez","Partial College","5-10 Miles"
25202,545,"Jonathan King","Partial College","5-10 Miles"
25203,298,"Caroline Wood","Partial College","1-2 Miles"
25204,374,"Kelly Barnes","Partial College","1-2 Miles"
25205,300,"John Jones","High School","5-10 Miles"
25206,334,"Ryan Bryant","High School","5-10 Miles"
25207,634,"Destiny Moore","High School","5-10 Miles"
25208,316,"Daniel Taylor","High School","5-10 Miles"
25209,63,"Emma Walker","High School","1-2 Miles"
25210,20,"Kathryn Xu","Bachelors","5-10 Miles"
25211,8,"Diane Torres","Bachelors","10+ Miles"
25212,35,"Alberto Ruiz","Bachelors","5-10 Miles"
25213,28,"Cheryl Gutierrez","Bachelors","5-10 Miles"
25214,28,"Roger Chander","Bachelors","5-10 Miles"
25215,32,"Natalie Gonzalez","Bachelors","0-1 Miles"
25216,29,"Rachael Raman","Bachelors","5-10 Miles"
25217,20,"Byron Martin","Bachelors","0-1 Miles"
25218,34,"Christy Sun","Bachelors","0-1 Miles"
25219,13,"Karla Lal","Bachelors","0-1 Miles"
25220,21,"Emily Anderson","Partial College","5-10 Miles"
25221,11,"Erica Zhu","Partial College","5-10 Miles"
25222,36,"Tamara Kumar","Partial College","0-1 Miles"
25223,18,"Armando Ortega","Graduate Degree","1-2 Miles"
25224,3,"Keith Kumar","Bachelors","5-10 Miles"
25225,29,"Alicia Yuan","Bachelors","5-10 Miles"
25226,4,"Robert Kumar","Bachelors","5-10 Miles"
25227,6,"Jaime Gutierrez","Bachelors","1-2 Miles"
25229,16,"Autumn Zhou","Bachelors","5-10 Miles"
25230,32,"Sophia Carter","Bachelors","5-10 Miles"
25231,19,"Olivia Moore","Bachelors","2-5 Miles"
25232,22,"Kellie Blanco","Bachelors","10+ Miles"
25233,40,"Nathaniel Ward","Bachelors","10+ Miles"
25234,31,"Monica Patel","Bachelors","5-10 Miles"
25235,4,"Monique Torres","Partial College","5-10 Miles"
25236,9,"Lance Martin","Bachelors","5-10 Miles"
25237,26,"Roger Sun","Partial College","5-10 Miles"
25238,17,"Kristopher Madan","Partial College","0-1 Miles"
25239,40,"Isabella Barnes","Partial College","0-1 Miles"
25240,19,"Ross Rana","Partial College","5-10 Miles"
25241,32,"Aaron Powell","Bachelors","5-10 Miles"
25242,11,"Susan Hu","Bachelors","2-5 Miles"
25243,28,"Tonya Rai","Bachelors","1-2 Miles"
25244,4,"Jay Weber","Partial College","5-10 Miles"
25245,2,"Francis Gutierrez","Partial College","0-1 Miles"
25246,32,"Warren Lal","Bachelors","5-10 Miles"
25247,31,"Lindsay Nara","Partial College","10+ Miles"
25248,38,"Denise Madan","Partial College","10+ Miles"
25249,4,"Alexandra Watson","Partial College","0-1 Miles"
25250,23,"Anthony Walker","Partial College","0-1 Miles"
25251,24,"Toni Rodriguez","Partial College","5-10 Miles"
25252,2,"Warren Zhang","Partial College","0-1 Miles"
25253,618,"Ryan Miller","High School","5-10 Miles"
25254,612,"Krystal She","High School","5-10 Miles"
25255,360,"Logan Lal","High School","5-10 Miles"
25256,65,"Eric Hill","High School","5-10 Miles"
25257,307,"Harold Sanchez","High School","5-10 Miles"
25258,310,"Micheal Vazquez","High School","5-10 Miles"
25259,641,"Ethan Thomas","High School","0-1 Miles"
25260,648,"Dalton Howard","High School","5-10 Miles"
25261,326,"Eduardo Phillips","High School","5-10 Miles"
25262,36,"Andre Chandra","Bachelors","0-1 Miles"
25263,12,"Audrey Carlson","Bachelors","5-10 Miles"
25264,298,"Wyatt Bryant","High School","5-10 Miles"
25265,50,"Hannah Smith","Partial High School","5-10 Miles"
25266,31,"Kari Suri","Partial College","5-10 Miles"
25267,6,"Arthur Malhotra","Bachelors","5-10 Miles"
25268,15,"Jaime Andersen","Graduate Degree","0-1 Miles"
25269,19,"Tabitha Martin","Graduate Degree","5-10 Miles"
25270,29,"Gloria Diaz","Bachelors","0-1 Miles"
25271,13,"Mario Shan","Bachelors","0-1 Miles"
25272,16,"Edwin Xu","Graduate Degree","1-2 Miles"
25273,17,"Karl Rai","Graduate Degree","1-2 Miles"
25274,627,"Samantha Henderson","High School","1-2 Miles"
25275,632,"Christina Watson","High School","1-2 Miles"
25276,648,"Mackenzie Richardson","Partial College","1-2 Miles"
25277,311,"Jermaine Fernandez","Partial College","5-10 Miles"
25278,315,"Brianna Butler","Partial College","5-10 Miles"
25279,372,"Jordyn Barnes","Partial College","1-2 Miles"
25280,374,"Emily Price","Partial College","1-2 Miles"
25281,635,"Jeremy Allen","High School","1-2 Miles"
25282,312,"Gabriel Perez","Partial College","1-2 Miles"
25283,338,"Caitlin Howard","Partial College","1-2 Miles"
25284,315,"Allison Mitchell","Partial College","5-10 Miles"
25285,614,"Noah Williams","Partial College","5-10 Miles"
25286,374,"Zachary Powell","Bachelors","0-1 Miles"
25287,52,"Paige Sanders","Bachelors","0-1 Miles"
25288,51,"Jordyn Flores","Bachelors","0-1 Miles"
25289,546,"Amanda Bradley","Bachelors","0-1 Miles"
25290,545,"Jackson Mitchell","Bachelors","1-2 Miles"
25291,616,"Marissa Griffin","Bachelors","1-2 Miles"
25292,359,"Eduardo Adams","Bachelors","1-2 Miles"
25293,542,"Eric Gonzales","Bachelors","1-2 Miles"
25294,12,"Sharon Sharma","Partial High School","0-1 Miles"
25295,35,"Chad Raje","Partial High School","0-1 Miles"
25296,208,"Christina Stewart","Partial College","5-10 Miles"
25297,173,"Devon Shan","Partial College","2-5 Miles"
25298,240,"Cedric He","Partial High School","1-2 Miles"
25299,187,"Hector Romero","Partial High School","1-2 Miles"
25300,157,"Jamie Ashe","Partial High School","1-2 Miles"
25301,235,"Raul Black","Partial High School","1-2 Miles"
25302,176,"Manuel Mehta","High School","1-2 Miles"
25303,147,"Jeremiah Hernandez","High School","2-5 Miles"
25304,269,"Ruben Carlson","Partial High School","1-2 Miles"
25305,145,"Ivan Rodriguez","Bachelors","0-1 Miles"
25306,134,"Glenn Zeng","Bachelors","1-2 Miles"
25307,175,"Daisy Hernandez","Bachelors","1-2 Miles"
25308,235,"Lindsey Tang","High School","1-2 Miles"
