"customerkey","geographykey","customeralternatekey","fullname","gender","maritalstatus","emailaddress","yearlyincome","addressline1","phone","datefirstpurchase","commutedistance"
26809,355,"AW00026809","Julia E Morgan","F","S","julia50@adventure-works.com","50000.00","1403 Mcmillan Ave.","700-555-0173","2022-05-09","0-1 Miles"
26810,54,"AW00026810","Melanie M Stewart","F","S","melanie46@adventure-works.com","50000.00","9667 Argonne Drive","272-555-0181","2023-01-15","0-1 Miles"
26811,301,"AW00026811","Rachael NULL Sanchez","F","S","rachael19@adventure-works.com","50000.00","2022 Highridge Court","323-555-0128","2021-07-11","10+ Miles"
26812,352,"AW00026812","James NULL Hernandez","M","M","james68@adventure-works.com","50000.00","3602 Banyan Circle","151-555-0115","2022-07-07","10+ Miles"
26813,307,"AW00026813","Xavier M Diaz","M","S","xavier62@adventure-works.com","50000.00","9632 S. Silver Spring","601-555-0132","2022-11-04","0-1 Miles"
26814,644,"AW00026814","Alex NULL Hernandez","M","M","alex49@adventure-works.com","60000.00","5957 Pacifica Ave.","581-555-0137","2021-07-13","2-5 Miles"
26815,543,"AW00026815","Erin NULL Cox","F","M","erin15@adventure-works.com","60000.00","9643 Ida Ave","131-555-0115","2021-08-01","2-5 Miles"
26816,206,"AW00026816","Ronnie NULL Wu","M","M","ronnie6@adventure-works.com","40000.00","5757, avenue de l´ Union Centrale","1 (11) 500 555-0183","2022-11-15","0-1 Miles"
26817,236,"AW00026817","Melvin NULL Ashe","M","S","melvin21@adventure-works.com","40000.00","3009 Temple Court","1 (11) 500 555-0182","2022-06-03","0-1 Miles"
26818,131,"AW00026818","Eduardo NULL Coleman","M","S","eduardo50@adventure-works.com","10000.00","Am Gallberg 2282","1 (11) 500 555-0125","2022-10-07","0-1 Miles"
26819,175,"AW00026819","Devin NULL Mitchell","M","M","devin34@adventure-works.com","10000.00","Unter Linden 644","1 (11) 500 555-0144","2022-12-15","0-1 Miles"
26820,257,"AW00026820","Carol E Nath","F","M","carol9@adventure-works.com","10000.00","3982 Ram Circle","1 (11) 500 555-0193","2023-01-03","0-1 Miles"
26821,155,"AW00026821","Tamara NULL Guo","F","M","tamara7@adventure-works.com","10000.00","Rotthäuser Weg 101","1 (11) 500 555-0114","2022-06-05","0-1 Miles"
26822,158,"AW00026822","Cindy NULL Gonzalez","F","S","cindy17@adventure-works.com","20000.00","Wolfgangstraße 48","1 (11) 500 555-0186","2022-11-24","2-5 Miles"
26823,115,"AW00026823","Kaitlin S Raman","F","S","kaitlin12@adventure-works.com","30000.00","Wasserstr 63","1 (11) 500 555-0111","2022-12-13","0-1 Miles"
26824,249,"AW00026824","Theresa NULL Blanco","F","S","theresa11@adventure-works.com","10000.00","6780 Ware Ct.","1 (11) 500 555-0181","2022-05-19","0-1 Miles"
26825,132,"AW00026825","Jamie NULL Jimenez","M","M","jamie29@adventure-works.com","10000.00","Postfach 8 44 99","1 (11) 500 555-0164","2022-01-27","0-1 Miles"
26826,138,"AW00026826","Kendra NULL Romero","F","S","kendra9@adventure-works.com","10000.00","Rykestr 0581","1 (11) 500 555-0119","2021-12-30","0-1 Miles"
26827,198,"AW00026827","Renee L Rubio","F","S","renee19@adventure-works.com","40000.00","21, impasse Notre-Dame","1 (11) 500 555-0165","2022-10-29","0-1 Miles"
26828,209,"AW00026828","Stephanie A Rivera","F","M","stephanie13@adventure-works.com","40000.00","167, rue de la Comédie","1 (11) 500 555-0142","2022-11-04","0-1 Miles"
26829,155,"AW00026829","Morgan NULL Evans","F","M","morgan0@adventure-works.com","40000.00","Postfach 55 00 00","1 (11) 500 555-0119","2022-12-24","0-1 Miles"
26830,273,"AW00026830","Levi NULL Perez","M","M","levi19@adventure-works.com","30000.00","5814 Homestead Avenue","1 (11) 500 555-0158","2022-05-28","2-5 Miles"
26831,174,"AW00026831","Drew D Raje","M","M","drew15@adventure-works.com","30000.00","Platz des Landtags 44","1 (11) 500 555-0133","2022-01-13","2-5 Miles"
26832,118,"AW00026832","Kate J Xie","F","M","kate2@adventure-works.com","30000.00","Waldstr 91","1 (11) 500 555-0169","2023-01-28","0-1 Miles"
26833,238,"AW00026833","Kelvin M Rai","M","M","kelvin14@adventure-works.com","30000.00","9011 Blackburn Ct.","1 (11) 500 555-0182","2022-06-17","0-1 Miles"
26834,231,"AW00026834","Teresa A Romero","F","M","teresa9@adventure-works.com","30000.00","7752 Sunset Meadows Ln.","1 (11) 500 555-0173","2022-07-31","0-1 Miles"
26835,224,"AW00026835","Kyle C Turner","M","M","kyle35@adventure-works.com","10000.00","39, boulevard Beau Marchais","1 (11) 500 555-0151","2022-11-09","0-1 Miles"
26836,267,"AW00026836","Hector A Diaz","M","S","hector1@adventure-works.com","20000.00","7128 Joan Ave.","1 (11) 500 555-0132","2023-01-12","0-1 Miles"
26837,244,"AW00026837","Albert NULL Martin","M","M","albert3@adventure-works.com","20000.00","672 Chrisland Court","1 (11) 500 555-0116","2022-05-13","0-1 Miles"
26838,187,"AW00026838","Cassie NULL Shan","F","S","cassie9@adventure-works.com","20000.00","1788, rue de la Comédie","1 (11) 500 555-0181","2022-02-17","0-1 Miles"
26839,209,"AW00026839","Jeremy K Nelson","M","S","jeremy12@adventure-works.com","20000.00","2781 Cresent Dr.","1 (11) 500 555-0125","2022-05-18","0-1 Miles"
26840,209,"AW00026840","Eric L Yang","M","M","eric35@adventure-works.com","20000.00","759, rue de Bas Marin","1 (11) 500 555-0119","2022-10-20","0-1 Miles"
26841,205,"AW00026841","Roberto D Jiménez","M","M","roberto5@adventure-works.com","30000.00","80112, rue des Pyrenees","1 (11) 500 555-0123","2022-03-17","0-1 Miles"
26842,243,"AW00026842","Felicia A Alonso","F","M","felicia7@adventure-works.com","10000.00","2427 Notre Dame Ave.","1 (11) 500 555-0149","2022-04-30","0-1 Miles"
26843,160,"AW00026843","Noah NULL Gonzalez","M","S","noah35@adventure-works.com","10000.00","Parise Straße 56","1 (11) 500 555-0124","2022-10-14","0-1 Miles"
26844,236,"AW00026844","Erin P Cooper","F","S","erin13@adventure-works.com","20000.00","6838 El Rancho Drive","1 (11) 500 555-0172","2023-01-16","1-2 Miles"
26845,174,"AW00026845","Theodore M Ortega","M","S","theodore23@adventure-works.com","20000.00","Waldstr 66","1 (11) 500 555-0156","2022-08-01","0-1 Miles"
26846,240,"AW00026846","Dustin R Kumar","M","M","dustin7@adventure-works.com","20000.00","7496 Sunset Meadows","1 (11) 500 555-0180","2022-12-12","0-1 Miles"
26847,157,"AW00026847","Brent NULL Yang","M","S","brent4@adventure-works.com","20000.00","Welt Platz 456","1 (11) 500 555-0195","2022-10-20","0-1 Miles"
26848,241,"AW00026848","Alisha NULL Rai","F","M","alisha42@adventure-works.com","20000.00","7628 Beech Ct","1 (11) 500 555-0140","2022-06-19","0-1 Miles"
26849,252,"AW00026849","Billy B Martin","M","M","billy1@adventure-works.com","10000.00","2941 San Anton Lane","1 (11) 500 555-0145","2022-05-04","0-1 Miles"
26850,232,"AW00026850","Terry H Luo","M","S","terry9@adventure-works.com","20000.00","204 Longbrook Way","1 (11) 500 555-0191","2022-06-07","0-1 Miles"
26851,155,"AW00026851","Diane NULL Alvarez","F","S","diane9@adventure-works.com","20000.00","Zollstr 68","1 (11) 500 555-0162","2022-10-13","0-1 Miles"
26852,174,"AW00026852","Karen H She","F","M","karen32@adventure-works.com","20000.00","Kappellweg 664","1 (11) 500 555-0119","2022-02-02","0-1 Miles"
26853,207,"AW00026853","Shane NULL Rana","M","S","shane14@adventure-works.com","30000.00","45, avenue du Port","1 (11) 500 555-0111","2022-05-08","0-1 Miles"
26854,187,"AW00026854","Jonathan NULL Hayes","M","S","jonathan22@adventure-works.com","40000.00","33, rue du Puits Dixme","1 (11) 500 555-0194","2022-11-04","0-1 Miles"
26855,222,"AW00026855","Carla NULL Fernandez","F","M","carla18@adventure-works.com","40000.00","59, rue Jean Mermoz","1 (11) 500 555-0111","2022-11-02","0-1 Miles"
26856,221,"AW00026856","Jessica NULL Brooks","F","M","jessica22@adventure-works.com","30000.00","33bis, rue des Peupliers","1 (11) 500 555-0171","2022-05-14","0-1 Miles"
26857,166,"AW00026857","Willie NULL Anand","M","M","willie41@adventure-works.com","30000.00","Reiherweg 5924","1 (11) 500 555-0115","2022-06-11","0-1 Miles"
26858,271,"AW00026858","Samuel L Lopez","M","M","samuel51@adventure-works.com","40000.00","7074 N. Spoonwood Court","1 (11) 500 555-0175","2022-06-20","0-1 Miles"
26859,226,"AW00026859","Darrell M Pal","M","M","darrell20@adventure-works.com","30000.00","910bis, boulevard du Montparnasse","1 (11) 500 555-0151","2022-07-18","0-1 Miles"
26860,237,"AW00026860","Olivia H Miller","F","M","olivia5@adventure-works.com","40000.00","1828 Blackburn Ct.","1 (11) 500 555-0114","2022-06-04","0-1 Miles"
26861,190,"AW00026861","Bruce S Gutierrez","M","S","bruce32@adventure-works.com","30000.00","55, rue de Courtaboeuf","1 (11) 500 555-0111","2022-02-04","0-1 Miles"
26862,127,"AW00026862","Tina NULL Vance","F","S","tina5@adventure-works.com","30000.00","Räuscherweg 153","1 (11) 500 555-0177","2022-01-16","0-1 Miles"
26863,256,"AW00026863","Alvin NULL Chen","M","S","alvin3@adventure-works.com","20000.00","1510 Sharon Dr.","1 (11) 500 555-0113","2023-01-05","2-5 Miles"
26864,146,"AW00026864","Christine NULL Sutton","F","S","christine2@adventure-works.com","30000.00","Auf der Krone 4992","1 (11) 500 555-0192","2021-12-29","0-1 Miles"
26865,248,"AW00026865","Tabitha NULL Martinez","F","M","tabitha14@adventure-works.com","30000.00","244 Willow Pass Road","1 (11) 500 555-0123","2022-02-19","0-1 Miles"
26866,269,"AW00026866","Jada NULL Allen","F","S","jada27@adventure-works.com","30000.00","9816 Ban Bridge Pl.","1 (11) 500 555-0111","2022-06-23","0-1 Miles"
26867,176,"AW00026867","Danny NULL Romero","M","M","danny10@adventure-works.com","40000.00","Am Karlshof 2499","1 (11) 500 555-0189","2022-12-03","0-1 Miles"
26868,253,"AW00026868","Lydia NULL Raman","F","M","lydia11@adventure-works.com","40000.00","2118 Court Lane","1 (11) 500 555-0125","2022-06-11","0-1 Miles"
26869,269,"AW00026869","Anne R. Sims","M","M","anne0@adventure-works.com","40000.00","4932 La Jolla","886-555-0100","2022-06-26","0-1 Miles"
26870,271,"AW00026870","Jill J Gill","F","M","jill21@adventure-works.com","40000.00","6688 Richard Place","1 (11) 500 555-0181","2022-06-05","0-1 Miles"
26871,223,"AW00026871","Justin NULL Chen","M","S","justin22@adventure-works.com","30000.00","081, boulevard du Montparnasse","1 (11) 500 555-0114","2022-08-28","0-1 Miles"
26872,117,"AW00026872","Wyatt H Hughes","M","M","wyatt61@adventure-works.com","30000.00","Rykestr 8105","1 (11) 500 555-0114","2022-08-17","0-1 Miles"
26873,165,"AW00026873","Ann NULL Suri","F","S","ann5@adventure-works.com","30000.00","Kampstr 9859","1 (11) 500 555-0128","2022-02-16","2-5 Miles"
26874,118,"AW00026874","Jorge NULL Zhang","M","S","jorge1@adventure-works.com","30000.00","Hochstr 8222","1 (11) 500 555-0198","2022-05-01","2-5 Miles"
26875,134,"AW00026875","Bobby D Perez","M","S","bobby13@adventure-works.com","30000.00","Heidestieg Straße 8224","1 (11) 500 555-0117","2022-11-15","2-5 Miles"
26876,260,"AW00026876","Holly NULL Lopez","F","S","holly16@adventure-works.com","30000.00","8965 Rheem Blvd.","1 (11) 500 555-0115","2022-06-12","0-1 Miles"
26877,265,"AW00026877","Damien W Nara","M","M","damien33@adventure-works.com","30000.00","1439 N. Michell Canyon Rd.","1 (11) 500 555-0191","2022-12-06","0-1 Miles"
26878,120,"AW00026878","Madeline NULL Roberts","F","M","madeline3@adventure-works.com","20000.00","Höhenstr 9449","1 (11) 500 555-0174","2022-05-09","2-5 Miles"
26879,167,"AW00026879","Shannon L Lin","F","S","shannon8@adventure-works.com","20000.00","Hauptstr 2929","1 (11) 500 555-0155","2022-10-16","2-5 Miles"
26880,128,"AW00026880","Heather NULL Xu","F","S","heather11@adventure-works.com","20000.00","Rykestr 5","1 (11) 500 555-0178","2022-08-23","2-5 Miles"
26881,221,"AW00026881","Regina R Fernandez","F","M","regina15@adventure-works.com","10000.00","7348, avenue de l´Europe","1 (11) 500 555-0181","2022-07-20","0-1 Miles"
26882,211,"AW00026882","Mayra S Sanchez","F","S","mayra19@adventure-works.com","20000.00","74, rue Jean Mermoz","1 (11) 500 555-0142","2022-04-25","5-10 Miles"
26883,190,"AW00026883","Shelby NULL Bradley","F","S","shelby14@adventure-works.com","20000.00","84, avenue des Ternes","1 (11) 500 555-0199","2022-11-25","5-10 Miles"
26884,120,"AW00026884","Paige S James","F","S","paige31@adventure-works.com","30000.00","Pappelallee 250","1 (11) 500 555-0185","2022-02-25","0-1 Miles"
26885,264,"AW00026885","Victor L Martin","M","S","victor1@adventure-works.com","30000.00","2983 Yosemite Ct","1 (11) 500 555-0194","2022-06-08","0-1 Miles"
26886,267,"AW00026886","Jasmine NULL Robinson","F","S","jasmine15@adventure-works.com","30000.00","8611 Park Lane Circle","1 (11) 500 555-0118","2022-06-21","0-1 Miles"
26887,240,"AW00026887","Janelle NULL Rodriguez","F","M","janelle16@adventure-works.com","10000.00","6780 Bonari Court","1 (11) 500 555-0153","2022-06-17","0-1 Miles"
26888,233,"AW00026888","Bruce E Fernandez","M","S","bruce15@adventure-works.com","10000.00","1583 Westwood Lane","1 (11) 500 555-0112","2022-12-15","0-1 Miles"
26889,118,"AW00026889","Natasha NULL Torres","F","S","natasha11@adventure-works.com","20000.00","Auf den Kuhlen Straße 2229","1 (11) 500 555-0139","2022-04-14","5-10 Miles"
26890,231,"AW00026890","Bryan NULL Rogers","M","M","bryan20@adventure-works.com","40000.00","2503 Cloverleaf Circle","1 (11) 500 555-0114","2022-06-23","1-2 Miles"
26891,236,"AW00026891","Arturo V Zhang","M","M","arturo0@adventure-works.com","40000.00","3601 Greenbush Drive","1 (11) 500 555-0161","2022-08-20","0-1 Miles"
26892,241,"AW00026892","Cody F Rogers","M","M","cody19@adventure-works.com","40000.00","5066 Bonanza","1 (11) 500 555-0196","2022-07-24","1-2 Miles"
26893,276,"AW00026893","Sharon A Deng","F","M","sharon7@adventure-works.com","40000.00","6218 Stephanie Way","1 (11) 500 555-0145","2022-07-24","0-1 Miles"
26894,158,"AW00026894","Lindsey NULL Goel","F","S","lindsey19@adventure-works.com","10000.00","Rotthäuser Weg 22","1 (11) 500 555-0137","2022-03-30","1-2 Miles"
26895,238,"AW00026895","Christine R Shan","F","S","christine5@adventure-works.com","10000.00","2100 Pear Dr.","1 (11) 500 555-0177","2022-06-27","0-1 Miles"
26896,248,"AW00026896","Michele A Malhotra","F","S","michele60@adventure-works.com","20000.00","8683 San Antonio","1 (11) 500 555-0139","2022-03-18","0-1 Miles"
26897,251,"AW00026897","Katrina M Xie","F","M","katrina2@adventure-works.com","20000.00","5274 Harvey Way","1 (11) 500 555-0193","2022-03-22","0-1 Miles"
26898,187,"AW00026898","Ashley R Simmons","F","S","ashley42@adventure-works.com","10000.00","21, avenue de l´ Union Centrale","1 (11) 500 555-0145","2022-03-03","0-1 Miles"
26899,162,"AW00026899","Rachael NULL Vance","F","M","rachael4@adventure-works.com","10000.00","Galeriestr 6812","1 (11) 500 555-0124","2022-02-23","0-1 Miles"
26900,232,"AW00026900","Rosa NULL Sun","F","S","rosa13@adventure-works.com","10000.00","4895 Browse St","1 (11) 500 555-0159","2022-09-24","0-1 Miles"
26901,244,"AW00026901","Louis J Nara","M","M","louis32@adventure-works.com","20000.00","3574 Scenic Ct","1 (11) 500 555-0144","2022-11-21","0-1 Miles"
26902,185,"AW00026902","Clifford NULL Mehta","M","M","clifford12@adventure-works.com","30000.00","6, rue des Vendangeurs","1 (11) 500 555-0136","2022-05-08","0-1 Miles"
26903,183,"AW00026903","Rafael A Luo","M","M","rafael29@adventure-works.com","30000.00","2, place de la République","1 (11) 500 555-0135","2022-05-25","0-1 Miles"
26904,223,"AW00026904","Judith F Parker","F","S","judith3@adventure-works.com","10000.00","Midi-Couleurs","1 (11) 500 555-0117","2022-02-08","0-1 Miles"
26905,229,"AW00026905","Kari NULL Serrano","F","S","kari37@adventure-works.com","10000.00","4765 L St.","1 (11) 500 555-0146","2022-05-24","0-1 Miles"
26906,249,"AW00026906","Darrell C Rai","M","M","darrell6@adventure-works.com","10000.00","4771 Kenston Dr","1 (11) 500 555-0171","2022-10-10","0-1 Miles"
26907,222,"AW00026907","Dana A Torres","F","M","dana4@adventure-works.com","10000.00","80, rue de Courtaboeuf","1 (11) 500 555-0153","2022-11-23","0-1 Miles"
26908,183,"AW00026908","Glenn NULL Zheng","M","M","glenn20@adventure-works.com","20000.00","66, rue de Cambrai","1 (11) 500 555-0148","2022-10-20","0-1 Miles"
26909,220,"AW00026909","Christine M Nath","F","S","christine13@adventure-works.com","20000.00","2705, rue des Bouchers","1 (11) 500 555-0150","2022-03-01","0-1 Miles"
26910,242,"AW00026910","Kristina R Kovar","F","S","kristina4@adventure-works.com","30000.00","2474 Maureen Ln","1 (11) 500 555-0165","2022-06-27","0-1 Miles"
26911,248,"AW00026911","Kristi NULL Gomez","F","S","kristi41@adventure-works.com","30000.00","9643 Willow Pass Road","1 (11) 500 555-0121","2022-02-22","0-1 Miles"
26912,156,"AW00026912","Denise NULL Rodriguez","F","S","denise20@adventure-works.com","10000.00","Am Gallberg 61","1 (11) 500 555-0146","2022-07-10","0-1 Miles"
26913,240,"AW00026913","Harold NULL Lopez","M","M","harold14@adventure-works.com","20000.00","1120 Curtis Drive","1 (11) 500 555-0119","2022-06-29","0-1 Miles"
26914,265,"AW00026914","Cindy C Prasad","F","S","cindy9@adventure-works.com","20000.00","8722 Norcross Lane","1 (11) 500 555-0131","2022-06-20","0-1 Miles"
26915,242,"AW00026915","Peter NULL Kumar","M","S","peter14@adventure-works.com","30000.00","4468 Arleda Lane","1 (11) 500 555-0153","2022-07-02","0-1 Miles"
26916,26,"AW00026916","Mackenzie M King","F","M","mackenzie40@adventure-works.com","10000.00","3898 Appalachian Drive","1 (11) 500 555-0119","2021-10-01","2-5 Miles"
26917,39,"AW00026917","Roberto A Dominguez","M","M","roberto13@adventure-works.com","10000.00","2071 Lindell Dr","1 (11) 500 555-0156","2021-10-20","0-1 Miles"
26918,33,"AW00026918","Krista J Hernandez","F","S","krista4@adventure-works.com","10000.00","5091 Laurel Dr.","1 (11) 500 555-0111","2021-10-24","0-1 Miles"
26919,29,"AW00026919","Ramon NULL He","M","S","ramon16@adventure-works.com","10000.00","8590 Dublin Court","1 (11) 500 555-0142","2021-10-23","0-1 Miles"
26920,35,"AW00026920","Jon NULL Chen","M","M","jon21@adventure-works.com","20000.00","7855 Dumbarton Street","1 (11) 500 555-0147","2021-10-22","0-1 Miles"
26921,24,"AW00026921","Cynthia NULL Weber","F","M","cynthia8@adventure-works.com","20000.00","7682 Solano Dr.","1 (11) 500 555-0152","2021-10-04","0-1 Miles"
26922,39,"AW00026922","Trevor C Powell","M","M","trevor8@adventure-works.com","10000.00","6208 Prestwick Dr.","1 (11) 500 555-0176","2021-10-27","2-5 Miles"
26923,23,"AW00026923","Krystal M Ye","F","M","krystal9@adventure-works.com","20000.00","8487 Amador","1 (11) 500 555-0197","2021-10-14","0-1 Miles"
26924,32,"AW00026924","Erica NULL Zeng","F","S","erica21@adventure-works.com","20000.00","9549 Roxbury Drive","1 (11) 500 555-0163","2021-10-12","0-1 Miles"
26925,183,"AW00026925","Dominic B Rana","M","S","dominic11@adventure-works.com","10000.00","302, quai Paul Doumer","1 (11) 500 555-0161","2022-11-16","0-1 Miles"
26926,204,"AW00026926","Sergio NULL Mehta","M","M","sergio14@adventure-works.com","20000.00","88, avenue de l´ Union Centrale","1 (11) 500 555-0119","2022-12-03","1-2 Miles"
26927,210,"AW00026927","Jill H Dominguez","F","M","jill20@adventure-works.com","20000.00","343, avenue de la Gare","1 (11) 500 555-0131","2022-04-22","0-1 Miles"
26928,238,"AW00026928","Roger NULL Nara","M","S","roger44@adventure-works.com","30000.00","5911 Del Vista Court","1 (11) 500 555-0161","2022-06-04","0-1 Miles"
26929,276,"AW00026929","Maurice NULL Pal","M","M","maurice13@adventure-works.com","40000.00","9300 Palm Drive","1 (11) 500 555-0114","2022-08-26","0-1 Miles"
26930,170,"AW00026930","Sharon NULL Andersen","F","M","sharon18@adventure-works.com","30000.00","Am Gallberg 999","1 (11) 500 555-0112","2022-03-20","0-1 Miles"
26931,241,"AW00026931","Edward L Lopez","M","M","edward4@adventure-works.com","30000.00","3381 Pastel Drive","1 (11) 500 555-0183","2022-06-09","0-1 Miles"
26932,258,"AW00026932","Kristina NULL Raman","F","S","kristina12@adventure-works.com","30000.00","6462 Wexford Drive","1 (11) 500 555-0148","2022-06-15","0-1 Miles"
26933,167,"AW00026933","Jessie NULL Sanz","F","M","jessie39@adventure-works.com","20000.00","Unter Linden 924","1 (11) 500 555-0142","2022-04-01","1-2 Miles"
26934,276,"AW00026934","Kelli NULL Chander","F","S","kelli39@adventure-works.com","30000.00","891 Peachwillow Lane","1 (11) 500 555-0135","2022-06-11","0-1 Miles"
26935,196,"AW00026935","Gabriel NULL Butler","M","S","gabriel11@adventure-works.com","10000.00","861 Napa Ct.","1 (11) 500 555-0122","2022-08-19","2-5 Miles"
26936,128,"AW00026936","Jaclyn NULL He","F","S","jaclyn20@adventure-works.com","20000.00","Brunnenstr 95","1 (11) 500 555-0184","2022-05-23","2-5 Miles"
26937,244,"AW00026937","Audrey S Navarro","F","S","audrey11@adventure-works.com","20000.00","4407 Hobby Court","1 (11) 500 555-0127","2022-06-29","2-5 Miles"
26938,256,"AW00026938","Maurice L Shen","M","M","maurice2@adventure-works.com","30000.00","1676 Valley Crest Drive","1 (11) 500 555-0157","2022-06-06","0-1 Miles"
26939,221,"AW00026939","Craig M Diaz","M","M","craig5@adventure-works.com","20000.00","801, rue de Terre Neuve","1 (11) 500 555-0193","2022-05-26","1-2 Miles"
26940,154,"AW00026940","Franklin N Tang","M","S","franklin22@adventure-works.com","30000.00","Marienplatz 321","1 (11) 500 555-0160","2022-05-25","0-1 Miles"
26941,215,"AW00026941","Gerald NULL Vazquez","M","M","gerald23@adventure-works.com","30000.00","88, impasse Notre-Dame","1 (11) 500 555-0117","2022-06-19","0-1 Miles"
26942,268,"AW00026942","Tanya K Alonso","F","S","tanya4@adventure-works.com","30000.00","457 Ryan Rd.","1 (11) 500 555-0144","2022-06-24","0-1 Miles"
26943,184,"AW00026943","Ashlee S Xie","F","S","ashlee10@adventure-works.com","10000.00","92, rue Ste-Honoré","1 (11) 500 555-0159","2022-10-15","0-1 Miles"
26944,259,"AW00026944","Drew A Nara","M","S","drew18@adventure-works.com","10000.00","9471 Laguna Circle","1 (11) 500 555-0137","2022-06-11","0-1 Miles"
26945,220,"AW00026945","Katelyn NULL Hill","F","S","katelyn36@adventure-works.com","20000.00","33, allée des Princes","1 (11) 500 555-0160","2022-05-30","0-1 Miles"
26946,140,"AW00026946","Andre C Madan","M","S","andre7@adventure-works.com","20000.00","Hochstr 7736","1 (11) 500 555-0194","2022-06-04","2-5 Miles"
26947,235,"AW00026947","Suzanne A Ma","F","S","suzanne17@adventure-works.com","20000.00","1005 Matterhorn Ct.","1 (11) 500 555-0143","2022-06-03","2-5 Miles"
26948,157,"AW00026948","Abby A Garcia","F","S","abby12@adventure-works.com","20000.00","Wasserstr 43222","1 (11) 500 555-0154","2022-06-09","2-5 Miles"
26949,252,"AW00026949","Lindsey NULL Chander","F","S","lindsey17@adventure-works.com","20000.00","5407 Oakgrove","1 (11) 500 555-0127","2022-07-26","2-5 Miles"
26950,183,"AW00026950","Dominic NULL Suri","M","M","dominic1@adventure-works.com","10000.00","80, rue des Berges","1 (11) 500 555-0188","2022-06-25","0-1 Miles"
26951,149,"AW00026951","Trisha C Hu","F","S","trisha15@adventure-works.com","10000.00","Hans-Rosenthal-Platz 4297","1 (11) 500 555-0161","2023-01-03","0-1 Miles"
26952,187,"AW00026952","Mircea Radu Singer","F","M","mircea0@adventure-works.com","30000.00","7, impasse Ste-Madeleine","575-555-0100","2022-06-14","0-1 Miles"
26953,189,"AW00026953","Roy C Rubio","M","M","roy41@adventure-works.com","30000.00","28, rue Montcalm","1 (11) 500 555-0118","2022-06-11","0-1 Miles"
26954,172,"AW00026954","Gerald M Torres","M","S","gerald20@adventure-works.com","30000.00","Viktoria-Luise-Platz 75","1 (11) 500 555-0116","2022-06-18","0-1 Miles"
26955,271,"AW00026955","Carlos R Cook","M","M","carlos24@adventure-works.com","40000.00","3916 Blue Jay Dr.","1 (11) 500 555-0140","2022-08-01","0-1 Miles"
26956,262,"AW00026956","Kristin E Pal","F","S","kristin13@adventure-works.com","20000.00","1644 Via Media","1 (11) 500 555-0117","2022-07-05","2-5 Miles"
26957,124,"AW00026957","Kristina NULL Sai","F","S","kristina6@adventure-works.com","40000.00","Räuscherweg 391","1 (11) 500 555-0194","2022-12-11","0-1 Miles"
26958,183,"AW00026958","Jerry NULL Xu","M","M","jerry5@adventure-works.com","40000.00","25, avenue de la Gare","1 (11) 500 555-0158","2022-12-23","0-1 Miles"
26959,256,"AW00026959","Alisha D Nara","F","M","alisha41@adventure-works.com","60000.00","6021 Ellis St.","1 (11) 500 555-0183","2022-09-18","0-1 Miles"
26960,271,"AW00026960","Jose A Thomas","M","S","jose72@adventure-works.com","10000.00","2511 Via Appia","1 (11) 500 555-0186","2022-07-17","0-1 Miles"
26961,158,"AW00026961","Carly C Chander","F","M","carly14@adventure-works.com","10000.00","Postfach 22 99 99","1 (11) 500 555-0197","2022-06-24","0-1 Miles"
26962,267,"AW00026962","Francis A Moreno","M","M","francis4@adventure-works.com","20000.00","8634 Lake Meadow Circle","1 (11) 500 555-0114","2022-07-19","1-2 Miles"
26963,120,"AW00026963","Meredith H Arun","F","S","meredith5@adventure-works.com","20000.00","Viktoria-Luise-Platz 442","1 (11) 500 555-0135","2022-07-15","2-5 Miles"
26964,184,"AW00026964","Kelli G Tang","F","S","kelli27@adventure-works.com","20000.00","24, rue Saint Denis","1 (11) 500 555-0120","2022-06-04","0-1 Miles"
26965,187,"AW00026965","Jordan J Nelson","F","M","jordan38@adventure-works.com","30000.00","6300 Lighthouse Way","1 (11) 500 555-0127","2022-06-29","1-2 Miles"
26966,271,"AW00026966","Cedric D Zhang","M","S","cedric0@adventure-works.com","30000.00","41 Third Ave East","1 (11) 500 555-0116","2022-07-27","1-2 Miles"
26967,5,"AW00026967","Edwin NULL Li","M","S","edwin3@adventure-works.com","70000.00","9518 Stanley Dollar Dr.","1 (11) 500 555-0159","2021-10-23","5-10 Miles"
26968,16,"AW00026968","Henry NULL Sanchez","M","M","henry21@adventure-works.com","80000.00","4334 Fremont Street","1 (11) 500 555-0147","2022-09-16","0-1 Miles"
26969,151,"AW00026969","Cedric NULL Hu","M","S","cedric20@adventure-works.com","10000.00","Hauptstr 6057","1 (11) 500 555-0142","2022-07-18","1-2 Miles"
26970,234,"AW00026970","Kara D Rai","F","S","kara15@adventure-works.com","10000.00","4296 Mountaire Pkwy.","1 (11) 500 555-0115","2022-08-19","0-1 Miles"
26971,278,"AW00026971","Douglas NULL Madan","M","S","douglas11@adventure-works.com","20000.00","9589 Rae Anne Dr","1 (11) 500 555-0162","2022-09-15","1-2 Miles"
26972,192,"AW00026972","Kristopher T Sara","M","S","kristopher9@adventure-works.com","20000.00","775, quai Paul Doumer","1 (11) 500 555-0173","2022-03-27","0-1 Miles"
26973,236,"AW00026973","Alberto W Rowe","M","M","alberto20@adventure-works.com","20000.00","9650 Valley View Road","1 (11) 500 555-0191","2022-05-12","1-2 Miles"
