"customerkey","geographykey","customername","englisheducation","commutedistance","geography_key","city","stateprovincename","countryname"
24894,18,"Jaime Jai","Bachelors","10+ Miles",18,"Sydney","New South Wales","Australia"
24895,2,"Dalton Henderson","Bachelors","10+ Miles",2,"Coffs Harbour","New South Wales","Australia"
24896,27,"Kendra Ramos","Bachelors","10+ Miles",27,"Townsville","Queensland","Australia"
24897,17,"Glenn Hu","Bachelors","10+ Miles",17,"St. Leonards","New South Wales","Australia"
24898,29,"Mallory Gomez","Bachelors","10+ Miles",29,"Findon","South Australia","Australia"
24899,11,"Vincent Zhu","Bachelors","10+ Miles",11,"North Ryde","New South Wales","Australia"
24900,11,"Ebony Perez","Bachelors","10+ Miles",11,"North Ryde","New South Wales","Australia"
24901,10,"Clarence She","Partial College","10+ Miles",10,"Newcastle","New South Wales","Australia"
24902,40,"Jill Murphy","Bachelors","10+ Miles",40,"Warrnambool","Victoria","Australia"
24903,24,"Tracy Black","Bachelors","10+ Miles",24,"Hawthorne","Queensland","Australia"
24904,31,"Jaclyn Yuan","Bachelors","10+ Miles",31,"Hobart","Tasmania","Australia"
24905,10,"Kelsey Nara","Bachelors","10+ Miles",10,"Newcastle","New South Wales","Australia"
24906,15,"Donna Raji","Bachelors","10+ Miles",15,"Silverwater","New South Wales","Australia"
24907,31,"Megan Price","High School","10+ Miles",31,"Hobart","Tasmania","Australia"
24908,21,"Marc Blanco","Bachelors","10+ Miles",21,"Caloundra","Queensland","Australia"
24909,16,"Grant Yuan","High School","10+ Miles",16,"Springwood","New South Wales","Australia"
24910,15,"Terrance Madan","High School","10+ Miles",15,"Silverwater","New South Wales","Australia"
24911,21,"Martin Madan","Bachelors","10+ Miles",21,"Caloundra","Queensland","Australia"
24912,34,"Krystal Li","High School","10+ Miles",34,"Geelong","Victoria","Australia"
24913,17,"Kelsey Lal","Bachelors","10+ Miles",17,"St. Leonards","New South Wales","Australia"
24914,37,"Heather Zhou","Bachelors","10+ Miles",37,"Seaford","Victoria","Australia"
24915,25,"Stanley Patel","High School","10+ Miles",25,"Hervey Bay","Queensland","Australia"
24916,24,"Kara Pal","Bachelors","10+ Miles",24,"Hawthorne","Queensland","Australia"
24917,28,"Arthur Gomez","Bachelors","10+ Miles",28,"Cloverdale","South Australia","Australia"
24918,38,"Warren Cai","Bachelors","10+ Miles",38,"South Melbourne","Victoria","Australia"
24919,23,"Carl Shan","Partial High School","10+ Miles",23,"Gold Coast","Queensland","Australia"
24920,35,"Amy Cai","High School","10+ Miles",35,"Melbourne","Victoria","Australia"
24921,11,"Curtis He","Partial High School","10+ Miles",11,"North Ryde","New South Wales","Australia"
24922,31,"Naomi Jimenez","Partial High School","10+ Miles",31,"Hobart","Tasmania","Australia"
24923,12,"Ebony Sara","Partial High School","10+ Miles",12,"North Sydney","New South Wales","Australia"
24924,31,"Richard Anderson","High School","10+ Miles",31,"Hobart","Tasmania","Australia"
24925,307,"Erick Perez","High School","1-2 Miles",307,"Chula Vista","California","United States"
24926,315,"Eric Roberts","High School","1-2 Miles",315,"Downey","California","United States"
24927,626,"Kaitlyn Harris","High School","1-2 Miles",626,"Lynnwood","Washington","United States"
24928,339,"Timothy Wright","High School","1-2 Miles",339,"Mill Valley","California","United States"
24929,633,"Lucas Bailey","High School","5-10 Miles",633,"Puyallup","Washington","United States"
24930,338,"Abigail Lewis","High School","5-10 Miles",338,"Los Angeles","California","United States"
24931,642,"Brianna Miller","High School","5-10 Miles",642,"Tacoma","Washington","United States"
24932,348,"Richard Jones","High School","5-10 Miles",348,"Oakland","California","United States"
24933,301,"Regina Sanchez","Graduate Degree","1-2 Miles",301,"Burbank","California","United States"
24934,312,"Lindsay Tang","Graduate Degree","1-2 Miles",312,"Coronado","California","United States"
24935,311,"James Hayes","Graduate Degree","10+ Miles",311,"Concord","California","United States"
24936,546,"Caleb Scott","Graduate Degree","10+ Miles",546,"Oregon City","Oregon","United States"
24937,612,"Jordan Evans","Graduate Degree","10+ Miles",612,"Burien","Washington","United States"
24938,638,"Julia Martinez","Graduate Degree","10+ Miles",638,"Sedro Woolley","Washington","United States"
24939,62,"Elizabeth Barnes","Graduate Degree","10+ Miles",62,"Royal Oak","British Columbia","Canada"
24940,311,"Fernando Martin","Bachelors","10+ Miles",311,"Concord","California","United States"
24941,547,"Wyatt Garcia","Bachelors","10+ Miles",547,"Portland","Oregon","United States"
24942,299,"Steven James","Bachelors","1-2 Miles",299,"Berkeley","California","United States"
24943,612,"Darrell Chander","Bachelors","10+ Miles",612,"Burien","Washington","United States"
24944,299,"Whitney Garcia","Bachelors","10+ Miles",299,"Berkeley","California","United States"
24945,634,"Logan Harris","Bachelors","10+ Miles",634,"Redmond","Washington","United States"
24946,311,"Sarah Hughes","Graduate Degree","10+ Miles",311,"Concord","California","United States"
24947,53,"Aaron Phillips","High School","1-2 Miles",53,"Metchosin","British Columbia","Canada"
24948,315,"Nathan Carter","Bachelors","10+ Miles",315,"Downey","California","United States"
24949,623,"Devin Howard","Bachelors","10+ Miles",623,"Kirkland","Washington","United States"
24950,374,"Stephanie Alexander","Bachelors","10+ Miles",374,"Torrance","California","United States"
24951,359,"Jeremy Ward","Bachelors","10+ Miles",359,"San Diego","California","United States"
24952,543,"Amanda Long","Bachelors","1-2 Miles",543,"Lebanon","Oregon","United States"
24953,637,"Aaron Green","Partial High School","1-2 Miles",637,"Seattle","Washington","United States"
24954,343,"Jonathan Long","High School","10+ Miles",343,"National City","California","United States"
24955,307,"Donald Perez","Partial High School","10+ Miles",307,"Chula Vista","California","United States"
24956,298,"Ariana Ward","Partial High School","10+ Miles",298,"Bellflower","California","United States"
24957,334,"Anna Howard","Partial High School","10+ Miles",334,"Lakewood","California","United States"
24958,310,"Tamara Xu","High School","2-5 Miles",310,"Colma","California","United States"
24959,299,"Kristy Blanco","Bachelors","10+ Miles",299,"Berkeley","California","United States"
24960,49,"Brianna Gray","Bachelors","2-5 Miles",49,"Cliffside","British Columbia","Canada"
24961,644,"Alexandra Bennett","High School","2-5 Miles",644,"Walla Walla","Washington","United States"
24962,626,"Jonathan Jai","High School","2-5 Miles",626,"Lynnwood","Washington","United States"
24963,300,"Erica Zhao","High School","10+ Miles",300,"Beverly Hills","California","United States"
24964,614,"Samantha Anderson","High School","2-5 Miles",614,"Edmonds","Washington","United States"
24965,641,"Justin Hayes","High School","2-5 Miles",641,"Spokane","Washington","United States"
24966,631,"Jade Cooper","Bachelors","2-5 Miles",631,"Olympia","Washington","United States"
24967,51,"Jasmine Reed","High School","10+ Miles",51,"Langford","British Columbia","Canada"
24968,547,"Dalton Moore","Partial College","10+ Miles",547,"Portland","Oregon","United States"
24969,633,"Vanessa Gonzales","Partial College","10+ Miles",633,"Puyallup","Washington","United States"
24970,548,"Blake Wright","Partial College","10+ Miles",548,"Salem","Oregon","United States"
24971,302,"Brittney Lin","Partial College","10+ Miles",302,"Burlingame","California","United States"
24972,322,"Edward Garcia","Bachelors","2-5 Miles",322,"Fremont","California","United States"
24973,337,"Arianna Rivera","Bachelors","10+ Miles",337,"Long Beach","California","United States"
24974,337,"Eduardo Carter","Bachelors","10+ Miles",337,"Long Beach","California","United States"
24975,65,"Julia James","Partial College","10+ Miles",65,"Shawnee","British Columbia","Canada"
24976,64,"Stephanie Cooper","Partial College","2-5 Miles",64,"Shawnee","British Columbia","Canada"
24977,69,"Sophia Green","Partial College","2-5 Miles",69,"Victoria","British Columbia","Canada"
24978,611,"Kaylee Stewart","Partial College","10+ Miles",611,"Bremerton","Washington","United States"
24979,614,"Jada Adams","Partial College","2-5 Miles",614,"Edmonds","Washington","United States"
24980,336,"Savannah Phillips","Partial College","10+ Miles",336,"Lincoln Acres","California","United States"
24981,633,"Jose Davis","Partial College","10+ Miles",633,"Puyallup","Washington","United States"
24982,301,"Devin King","Partial College","10+ Miles",301,"Burbank","California","United States"
24983,343,"Morgan Griffin","Partial College","10+ Miles",343,"National City","California","United States"
24984,347,"William Moore","Partial College","1-2 Miles",347,"Novato","California","United States"
24985,374,"Jenna Phillips","Bachelors","5-10 Miles",374,"Torrance","California","United States"
24986,59,"Isabelle Griffin","High School","10+ Miles",59,"Oak Bay","British Columbia","Canada"
24987,301,"Kristopher Chandra","Partial College","2-5 Miles",301,"Burbank","California","United States"
24988,368,"Kayla Diaz","Partial College","10+ Miles",368,"Santa Cruz","California","United States"
24989,546,"Arianna Peterson","High School","10+ Miles",546,"Oregon City","Oregon","United States"
24990,368,"Timothy Collins","High School","2-5 Miles",368,"Santa Cruz","California","United States"
24991,618,"Luke Bryant","Partial High School","10+ Miles",618,"Issaquah","Washington","United States"
24992,307,"Faith Bryant","Partial High School","10+ Miles",307,"Chula Vista","California","United States"
24993,310,"Marvin Ortega","Partial High School","10+ Miles",310,"Colma","California","United States"
24994,358,"Lauren Sanders","High School","10+ Miles",358,"San Carlos","California","United States"
24995,69,"Melissa Peterson","High School","10+ Miles",69,"Victoria","British Columbia","Canada"
24996,300,"Dylan Miller","Partial High School","10+ Miles",300,"Beverly Hills","California","United States"
24997,302,"Melvin Kumar","Partial High School","10+ Miles",302,"Burlingame","California","United States"
24998,302,"Olivia Martinez","Graduate Degree","0-1 Miles",302,"Burlingame","California","United States"
24999,307,"Shaun Jai","Graduate Degree","0-1 Miles",307,"Chula Vista","California","United States"
25000,637,"Allison Turner","High School","1-2 Miles",637,"Seattle","Washington","United States"
25001,18,"Clayton Xu","High School","5-10 Miles",18,"Sydney","New South Wales","Australia"
25002,50,"Logan Edwards","High School","5-10 Miles",50,"Haney","British Columbia","Canada"
25003,609,"Tristan Russell","Partial College","1-2 Miles",609,"Bellingham","Washington","United States"
25004,611,"Samuel Thomas","Partial College","1-2 Miles",611,"Bremerton","Washington","United States"
25005,543,"Brianna Williams","Partial College","1-2 Miles",543,"Lebanon","Oregon","United States"
25006,648,"Bailey Murphy","Partial College","5-10 Miles",648,"Yakima","Washington","United States"
25007,299,"Alyssa Sanders","Partial College","1-2 Miles",299,"Berkeley","California","United States"
25008,314,"Haley Perry","Partial College","1-2 Miles",314,"Daly City","California","United States"
25009,21,"Natasha Alonso","Partial High School","1-2 Miles",21,"Caloundra","Queensland","Australia"
25010,23,"Misty Kumar","Partial College","1-2 Miles",23,"Gold Coast","Queensland","Australia"
25011,13,"Taylor White","Partial College","1-2 Miles",13,"Port Macquarie","New South Wales","Australia"
25012,2,"Craig Martin","Partial High School","5-10 Miles",2,"Coffs Harbour","New South Wales","Australia"
25013,25,"Mitchell Stone","Partial High School","5-10 Miles",25,"Hervey Bay","Queensland","Australia"
25014,336,"Juan Reed","Partial College","1-2 Miles",336,"Lincoln Acres","California","United States"
25015,352,"Jacqueline Rogers","Partial College","0-1 Miles",352,"Palo Alto","California","United States"
25016,59,"Elijah Washington","Bachelors","5-10 Miles",59,"Oak Bay","British Columbia","Canada"
25017,6,"Cristina Xu","Partial High School","1-2 Miles",6,"Lavender Bay","New South Wales","Australia"
25018,352,"Lucas Robinson","Partial College","5-10 Miles",352,"Palo Alto","California","United States"
25019,24,"Misty Shen","Partial High School","5-10 Miles",24,"Hawthorne","Queensland","Australia"
25020,17,"Walter Romero","Partial High School","5-10 Miles",17,"St. Leonards","New South Wales","Australia"
25021,2,"Edwin Sharma","Partial High School","5-10 Miles",2,"Coffs Harbour","New South Wales","Australia"
25022,18,"Patricia Perez","Partial High School","1-2 Miles",18,"Sydney","New South Wales","Australia"
25023,301,"Carolyn Sanz","Bachelors","5-10 Miles",301,"Burbank","California","United States"
25024,307,"Brad Pritchett","Bachelors","5-10 Miles",307,"Chula Vista","California","United States"
25025,372,"Spencer Bryant","Partial College","0-1 Miles",372,"Spring Valley","California","United States"
25026,24,"Mitchell Andersen","Partial High School","5-10 Miles",24,"Hawthorne","Queensland","Australia"
25027,9,"Meredith Mehta","Partial College","1-2 Miles",9,"Milsons Point","New South Wales","Australia"
25028,10,"Brenda Gonzalez","Partial College","5-10 Miles",10,"Newcastle","New South Wales","Australia"
25029,13,"Alberto Hernandez","Partial College","5-10 Miles",13,"Port Macquarie","New South Wales","Australia"
25030,28,"Jessie Romero","Partial College","5-10 Miles",28,"Cloverdale","South Australia","Australia"
25031,16,"Kristina Malhotra","Partial High School","1-2 Miles",16,"Springwood","New South Wales","Australia"
25032,18,"Meredith Rana","Partial High School","5-10 Miles",18,"Sydney","New South Wales","Australia"
25033,7,"Omar Zhu","Partial High School","5-10 Miles",7,"Malabar","New South Wales","Australia"
25034,28,"Anne Martin","Partial College","5-10 Miles",28,"Cloverdale","South Australia","Australia"
25035,10,"Mandy Lin","Partial College","1-2 Miles",10,"Newcastle","New South Wales","Australia"
25036,4,"Jenny Ye","Partial College","1-2 Miles",4,"Goulburn","New South Wales","Australia"
25037,30,"Terrence Rai","Partial College","1-2 Miles",30,"Perth","South Australia","Australia"
25038,612,"Isabella Hall","Partial College","1-2 Miles",612,"Burien","Washington","United States"
25039,542,"Alexis Clark","High School","5-10 Miles",542,"Lake Oswego","Oregon","United States"
25040,548,"Julian Perry","High School","1-2 Miles",548,"Salem","Oregon","United States"
25041,648,"Hunter Phillips","High School","5-10 Miles",648,"Yakima","Washington","United States"
25042,298,"Arif Rizaldy","High School","1-2 Miles",298,"Bellflower","California","United States"
25043,302,"Damien Rai","High School","5-10 Miles",302,"Burlingame","California","United States"
25044,385,"Emma Bailey","Partial College","5-10 Miles",385,"Woodland Hills","California","United States"
25045,609,"Paige Russell","High School","5-10 Miles",609,"Bellingham","Washington","United States"
25046,57,"Caleb Long","Partial College","5-10 Miles",57,"Newton","British Columbia","Canada"
25047,352,"Trevor Long","Partial College","5-10 Miles",352,"Palo Alto","California","United States"
25048,49,"Yolanda Sharma","Partial College","0-1 Miles",49,"Cliffside","British Columbia","Canada"
25049,312,"Candice Ye","Partial College","5-10 Miles",312,"Coronado","California","United States"
25050,312,"Darryl Chen","Partial College","5-10 Miles",312,"Coronado","California","United States"
25051,19,"Suzanne Cai","High School","5-10 Miles",19,"Wollongong","New South Wales","Australia"
25052,18,"Sandra Lin","High School","1-2 Miles",18,"Sydney","New South Wales","Australia"
25053,17,"Colin Andersen","High School","5-10 Miles",17,"St. Leonards","New South Wales","Australia"
25054,24,"Sheila Alonso","Bachelors","0-1 Miles",24,"Hawthorne","Queensland","Australia"
25055,33,"Erik Navarro","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
25056,31,"Wayne Black","Bachelors","10+ Miles",31,"Hobart","Tasmania","Australia"
25057,27,"Jerome Gomez","Bachelors","0-1 Miles",27,"Townsville","Queensland","Australia"
25058,22,"Corey Raji","Bachelors","2-5 Miles",22,"East Brisbane","Queensland","Australia"
25059,546,"Sean Ward","Partial College","5-10 Miles",546,"Oregon City","Oregon","United States"
25060,312,"Noah Martinez","Bachelors","0-1 Miles",312,"Coronado","California","United States"
25061,68,"Julia Hughes","High School","1-2 Miles",68,"Vancouver","British Columbia","Canada"
25062,71,"Kaitlyn Young","High School","5-10 Miles",71,"Westminster","British Columbia","Canada"
25063,609,"Dylan Williams","Partial High School","1-2 Miles",609,"Bellingham","Washington","United States"
25064,374,"James Harris","Bachelors","0-1 Miles",374,"Torrance","California","United States"
25065,637,"Thomas Henderson","Partial High School","5-10 Miles",637,"Seattle","Washington","United States"
25066,62,"Charles Robinson","Partial High School","1-2 Miles",62,"Royal Oak","British Columbia","Canada"
25067,618,"Melanie Butler","Bachelors","2-5 Miles",618,"Issaquah","Washington","United States"
25068,307,"Robert Shan","Bachelors","0-1 Miles",307,"Chula Vista","California","United States"
25069,612,"Lori Ortega","Bachelors","10+ Miles",612,"Burien","Washington","United States"
25070,49,"Melody Alvarez","Bachelors","10+ Miles",49,"Cliffside","British Columbia","Canada"
25071,339,"Natalie Brooks","Bachelors","2-5 Miles",339,"Mill Valley","California","United States"
25072,548,"Alyssa Murphy","Bachelors","0-1 Miles",548,"Salem","Oregon","United States"
25073,539,"Shelby Stewart","Bachelors","2-5 Miles",539,"Corvallis","Oregon","United States"
25074,543,"Samantha Jackson","Bachelors","2-5 Miles",543,"Lebanon","Oregon","United States"
25075,358,"Samantha Thompson","Bachelors","2-5 Miles",358,"San Carlos","California","United States"
25076,336,"Nicole Jenkins","Graduate Degree","0-1 Miles",336,"Lincoln Acres","California","United States"
25077,642,"Wyatt Clark","Graduate Degree","0-1 Miles",642,"Tacoma","Washington","United States"
25078,338,"James Jenkins","High School","2-5 Miles",338,"Los Angeles","California","United States"
25079,632,"Riley Perry","Bachelors","2-5 Miles",632,"Port Orchard","Washington","United States"
25080,302,"Marissa Long","Bachelors","2-5 Miles",302,"Burlingame","California","United States"
25081,322,"Melanie Morris","Bachelors","0-1 Miles",322,"Fremont","California","United States"
25082,299,"William Martinez","High School","0-1 Miles",299,"Berkeley","California","United States"
25083,299,"Omar Gao","High School","10+ Miles",299,"Berkeley","California","United States"
25084,553,"Dalton James","Partial College","0-1 Miles",553,"Woodburn","Oregon","United States"
25085,331,"Lucas Rogers","Partial College","2-5 Miles",331,"La Jolla","California","United States"
25086,299,"Jasmine Cox","Partial College","2-5 Miles",299,"Berkeley","California","United States"
25087,612,"Wyatt Young","Partial College","0-1 Miles",612,"Burien","Washington","United States"
25088,337,"Victoria Reed","Partial College","2-5 Miles",337,"Long Beach","California","United States"
25089,612,"Christy Xie","Bachelors","2-5 Miles",612,"Burien","Washington","United States"
25090,49,"Ivan Sara","Bachelors","0-1 Miles",49,"Cliffside","British Columbia","Canada"
25091,311,"Jessie Zeng","Bachelors","0-1 Miles",311,"Concord","California","United States"
25092,337,"Emily Jackson","Partial College","2-5 Miles",337,"Long Beach","California","United States"
25093,55,"Madison Griffin","Partial College","0-1 Miles",55,"Newton","British Columbia","Canada"
25094,68,"Charles Thomas","Partial College","0-1 Miles",68,"Vancouver","British Columbia","Canada"
25095,69,"Adam Jai","Partial College","0-1 Miles",69,"Victoria","British Columbia","Canada"
25096,609,"Victoria Bennett","Partial College","2-5 Miles",609,"Bellingham","Washington","United States"
25097,545,"Fernando Gonzales","Partial College","2-5 Miles",545,"Milwaukie","Oregon","United States"
25098,539,"Logan Long","Partial College","0-1 Miles",539,"Corvallis","Oregon","United States"
25099,368,"Melanie Hayes","Partial College","0-1 Miles",368,"Santa Cruz","California","United States"
25100,49,"Kristen Huang","Partial College","2-5 Miles",49,"Cliffside","British Columbia","Canada"
25101,57,"Wyatt Baker","Bachelors","2-5 Miles",57,"Newton","British Columbia","Canada"
25102,299,"Stephanie Kelly","Bachelors","2-5 Miles",299,"Berkeley","California","United States"
25103,311,"Shelby Brooks","Bachelors","0-1 Miles",311,"Concord","California","United States"
25104,71,"Natalie Parker","Graduate Degree","0-1 Miles",71,"Westminster","British Columbia","Canada"
25105,311,"Warren Nara","Graduate Degree","0-1 Miles",311,"Concord","California","United States"
25106,22,"Micah Gao","Graduate Degree","0-1 Miles",22,"East Brisbane","Queensland","Australia"
25107,36,"Mason Ramirez","Bachelors","0-1 Miles",36,"Melton","Victoria","Australia"
25108,19,"Gary Gill","Bachelors","0-1 Miles",19,"Wollongong","New South Wales","Australia"
25109,26,"Devin Rivera","Graduate Degree","0-1 Miles",26,"Rockhampton","Queensland","Australia"
25110,21,"Tabitha Suarez","Graduate Degree","0-1 Miles",21,"Caloundra","Queensland","Australia"
25111,30,"Drew Chander","Bachelors","2-5 Miles",30,"Perth","South Australia","Australia"
25112,4,"Suzanne Zhu","Bachelors","0-1 Miles",4,"Goulburn","New South Wales","Australia"
25113,12,"Randy Gao","Bachelors","2-5 Miles",12,"North Sydney","New South Wales","Australia"
25114,13,"Donald Sara","Bachelors","0-1 Miles",13,"Port Macquarie","New South Wales","Australia"
25115,19,"Raymond Rana","Bachelors","10+ Miles",19,"Wollongong","New South Wales","Australia"
25116,8,"Phillip Sara","Bachelors","10+ Miles",8,"Matraville","New South Wales","Australia"
25117,7,"Mindy Shan","Bachelors","10+ Miles",7,"Malabar","New South Wales","Australia"
25118,5,"Gerald Diaz","Bachelors","10+ Miles",5,"Lane Cove","New South Wales","Australia"
25119,4,"Deanna Lopez","Graduate Degree","1-2 Miles",4,"Goulburn","New South Wales","Australia"
25120,4,"Heidi Rodriguez","Graduate Degree","2-5 Miles",4,"Goulburn","New South Wales","Australia"
25121,25,"Clarence Yang","Graduate Degree","2-5 Miles",25,"Hervey Bay","Queensland","Australia"
25122,32,"Susan Zhao","Graduate Degree","0-1 Miles",32,"Bendigo","Victoria","Australia"
25123,2,"Sharon Simpson","Graduate Degree","0-1 Miles",2,"Coffs Harbour","New South Wales","Australia"
25124,6,"Keith Xu","Graduate Degree","0-1 Miles",6,"Lavender Bay","New South Wales","Australia"
25125,36,"Randy Wang","Bachelors","0-1 Miles",36,"Melton","Victoria","Australia"
25126,7,"Shane Suri","Bachelors","2-5 Miles",7,"Malabar","New South Wales","Australia"
25127,15,"Priscilla Deng","Bachelors","1-2 Miles",15,"Silverwater","New South Wales","Australia"
25128,22,"Clifford Sai","Bachelors","2-5 Miles",22,"East Brisbane","Queensland","Australia"
25129,17,"Allen Raman","Bachelors","0-1 Miles",17,"St. Leonards","New South Wales","Australia"
25130,11,"Micah Huang","Bachelors","10+ Miles",11,"North Ryde","New South Wales","Australia"
25131,36,"Gerald Chandra","Bachelors","10+ Miles",36,"Melton","Victoria","Australia"
25132,33,"Lindsey Xie","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
25133,11,"Kristine Gutierrez","Bachelors","5-10 Miles",11,"North Ryde","New South Wales","Australia"
25134,17,"Brett Rodriguez","Bachelors","1-2 Miles",17,"St. Leonards","New South Wales","Australia"
25135,39,"Kelvin Zhao","Bachelors","1-2 Miles",39,"Sunbury","Victoria","Australia"
25136,39,"Ruben Diaz","Bachelors","1-2 Miles",39,"Sunbury","Victoria","Australia"
25137,27,"Nina Raje","Bachelors","0-1 Miles",27,"Townsville","Queensland","Australia"
25138,19,"Seth Russell","Bachelors","1-2 Miles",19,"Wollongong","New South Wales","Australia"
25139,20,"Carlos Short","Bachelors","0-1 Miles",20,"Brisbane","Queensland","Australia"
25140,26,"Toni Lopez","Bachelors","5-10 Miles",26,"Rockhampton","Queensland","Australia"
25141,251,"Walter Gutierrez","Partial High School","1-2 Miles",251,"London","England","United Kingdom"
25142,197,"Regina Ray","Partial College","2-5 Miles",197,"Paris","Seine (Paris)","France"
25143,190,"Destiny Henderson","Partial College","0-1 Miles",190,"Villeneuve-d'Ascq","Nord","France"
25144,144,"Johnathan Fernandez","Partial College","2-5 Miles",144,"Essen","Hamburg","Germany"
25145,171,"Clayton Yang","Partial College","2-5 Miles",171,"Neunkirchen","Saarland","Germany"
25146,552,"Carson Gonzales","Partial High School","10+ Miles",552,"W. Linn","Oregon","United States"
25147,68,"Samantha Brown","High School","5-10 Miles",68,"Vancouver","British Columbia","Canada"
25148,307,"Ryan Simmons","High School","1-2 Miles",307,"Chula Vista","California","United States"
25149,632,"Samantha Griffin","High School","5-10 Miles",632,"Port Orchard","Washington","United States"
25150,337,"Xavier Jones","Bachelors","2-5 Miles",337,"Long Beach","California","United States"
25151,329,"Jasmine Washington","Partial High School","1-2 Miles",329,"Imperial Beach","California","United States"
25152,331,"Maria Sanders","High School","5-10 Miles",331,"La Jolla","California","United States"
25153,632,"Ryan Coleman","Bachelors","0-1 Miles",632,"Port Orchard","Washington","United States"
25154,301,"Clinton Serrano","Bachelors","2-5 Miles",301,"Burbank","California","United States"
25155,311,"Theresa Alonso","Bachelors","2-5 Miles",311,"Concord","California","United States"
25156,336,"Catherine Peterson","Graduate Degree","0-1 Miles",336,"Lincoln Acres","California","United States"
25157,66,"Destiny Miller","Bachelors","2-5 Miles",66,"Sooke","British Columbia","Canada"
25158,611,"Stephanie Long","Partial College","0-1 Miles",611,"Bremerton","Washington","United States"
25159,637,"Katelyn Cooper","Partial College","2-5 Miles",637,"Seattle","Washington","United States"
25160,642,"Mackenzie Stewart","Partial College","2-5 Miles",642,"Tacoma","Washington","United States"
25161,343,"Isabella Flores","Bachelors","0-1 Miles",343,"National City","California","United States"
25162,374,"Bryan Morris","Bachelors","0-1 Miles",374,"Torrance","California","United States"
25163,334,"Natalie Griffin","Partial College","5-10 Miles",334,"Lakewood","California","United States"
25164,301,"Isaac Parker","Partial College","0-1 Miles",301,"Burbank","California","United States"
25165,298,"Ashley Brown","Partial College","0-1 Miles",298,"Bellflower","California","United States"
25166,345,"Miguel Jenkins","Partial College","5-10 Miles",345,"Newport Beach","California","United States"
25167,358,"Elijah Hughes","Partial College","0-1 Miles",358,"San Carlos","California","United States"
25168,299,"Micheal Hernandez","Partial High School","5-10 Miles",299,"Berkeley","California","United States"
25169,352,"Angel Peterson","Graduate Degree","0-1 Miles",352,"Palo Alto","California","United States"
25228,12,"Brad Ashe","Bachelors","5-10 Miles",12,"North Sydney","New South Wales","Australia"
25170,618,"Logan Walker","Partial College","10+ Miles",618,"Issaquah","Washington","United States"
25171,543,"Christopher Rodriguez","Partial College","10+ Miles",543,"Lebanon","Oregon","United States"
25172,348,"Evan Gray","Bachelors","0-1 Miles",348,"Oakland","California","United States"
25173,54,"Melissa Stewart","Partial College","5-10 Miles",54,"N. Vancouver","British Columbia","Canada"
25174,491,"Monica Smith","Partial College","5-10 Miles",491,"Billings","Montana","United States"
25175,618,"Nathan Chen","Partial College","5-10 Miles",618,"Issaquah","Washington","United States"
25176,347,"Edward Flores","Bachelors","0-1 Miles",347,"Novato","California","United States"
25177,49,"Alberto Gomez","Partial College","5-10 Miles",49,"Cliffside","British Columbia","Canada"
25178,614,"Jasmine Kelly","Partial College","1-2 Miles",614,"Edmonds","Washington","United States"
25179,614,"Miguel Thompson","Partial College","5-10 Miles",614,"Edmonds","Washington","United States"
25180,626,"Ana Simmons","High School","5-10 Miles",626,"Lynnwood","Washington","United States"
25181,547,"Jesse Torres","High School","5-10 Miles",547,"Portland","Oregon","United States"
25182,548,"Natalie Simmons","High School","1-2 Miles",548,"Salem","Oregon","United States"
25183,637,"Michael Thomas","High School","1-2 Miles",637,"Seattle","Washington","United States"
25184,310,"Peter Tang","Partial College","5-10 Miles",310,"Colma","California","United States"
25185,355,"Jade Reed","Bachelors","2-5 Miles",355,"Redwood City","California","United States"
25186,369,"Angelica Coleman","Partial College","5-10 Miles",369,"Santa Monica","California","United States"
25187,546,"Sydney Scott","Graduate Degree","5-10 Miles",546,"Oregon City","Oregon","United States"
25188,66,"Kevin Li","Partial College","5-10 Miles",66,"Sooke","British Columbia","Canada"
25189,611,"Aidan Hayes","Graduate Degree","5-10 Miles",611,"Bremerton","Washington","United States"
25190,553,"Allison Morris","Graduate Degree","5-10 Miles",553,"Woodburn","Oregon","United States"
25191,339,"Austin Gonzales","Graduate Degree","2-5 Miles",339,"Mill Valley","California","United States"
25192,612,"Janet Gill","High School","5-10 Miles",612,"Burien","Washington","United States"
25193,626,"Stephanie Howard","High School","5-10 Miles",626,"Lynnwood","Washington","United States"
25194,548,"Jada Bell","Partial High School","5-10 Miles",548,"Salem","Oregon","United States"
25195,311,"Alexandra Wilson","Partial High School","1-2 Miles",311,"Concord","California","United States"
25196,52,"Aaron Yang","High School","5-10 Miles",52,"Langley","British Columbia","Canada"
25197,385,"Kyle Perry","High School","5-10 Miles",385,"Woodland Hills","California","United States"
25198,347,"Michelle Ramirez","Partial High School","5-10 Miles",347,"Novato","California","United States"
25199,316,"Kyle Griffin","Graduate Degree","5-10 Miles",316,"El Cajon","California","United States"
25200,641,"Nathan Williams","Partial College","5-10 Miles",641,"Spokane","Washington","United States"
25201,314,"Hunter Gonzalez","Partial College","5-10 Miles",314,"Daly City","California","United States"
25202,545,"Jonathan King","Partial College","5-10 Miles",545,"Milwaukie","Oregon","United States"
25203,298,"Caroline Wood","Partial College","1-2 Miles",298,"Bellflower","California","United States"
